regime,permutations,trial,rmse,max_error,top1,unique_coalitions,coalition_fraction,hoeffding_radius
uniform,4,99,0.015356491210321552,0.027307279477729148,False,20,0.3125,1.6553910298388703
uniform,4,100,0.004129209797949717,0.007371772987407127,False,20,0.3125,1.6553910298388703
uniform,4,101,0.008878447173751849,0.01823509612229448,False,16,0.25,1.6553910298388703
uniform,4,102,0.006442644269439495,0.01391888348588026,True,20,0.3125,1.6553910298388703
uniform,4,103,0.004861739929242311,0.008149917653924064,True,21,0.328125,1.6553910298388703
uniform,4,104,0.006169847090204766,0.013078944215272427,False,20,0.3125,1.6553910298388703
uniform,4,105,0.007068335890298976,0.011801209846350611,False,17,0.265625,1.6553910298388703
uniform,4,106,0.0077701139328272125,0.014067069386941456,False,20,0.3125,1.6553910298388703
uniform,4,107,0.009040391656811326,0.018393676433233884,False,20,0.3125,1.6553910298388703
uniform,4,108,0.0059120701934975255,0.010667254870633646,True,20,0.3125,1.6553910298388703
uniform,4,109,0.017319072651819742,0.03105148910535417,True,16,0.25,1.6553910298388703
